Player,Batting,Bowling,Umpire
G Motie,Left hand,Left arm orthodox,No
GP Balderson,Left hand,Right arm pace,No
GP Rees,Left hand,Left arm pace,No
GP Thorpe,Left hand,Right arm pace,No
G Radford,Left hand,Right arm pace,No
G Redmayne,Left hand,,No
GS Ballance,Left hand,Right arm leg break,No
G Scrivens,Left hand,Right arm off break,No
G Singh,Left hand,Right arm off break,No
GSNFG Jayasuriya,Left hand,Right arm off break,No
GS Sandhu,Left hand,Right arm pace,No
G Toka,Left hand,Right arm pace,No
GT Taylor,Left hand,,No
GT Thornton,Left hand,Right arm pace,No
Gulsan Jha,Left hand,Right arm pace,No
Gurdeep Singh,Left hand,Right arm leg break,No
GWHM Perera,Left hand,Right arm pace,No
G Wijekoon,Left hand,Left arm pace,No
Habeeba Bader,Left hand,Right arm leg break,No
Hadisullah Tarakhel,Left hand,Left arm pace,No
Hamza Dar,Left hand,Right arm pace,No
Haris Sohail,Left hand,Left arm orthodox,No
Haroon Iftikhar,Left hand,Right arm off break,No
Harpreet Brar,Left hand,Left arm orthodox,No
Harpreet Singh,Left hand,Right arm pace,No
Hashmatullah Shahidi,Left hand,Right arm off break,No
Hassan Azad,Left hand,Right arm off break,No
Hayatullah Niazi,Left hand,Left arm pace,No
Hazratullah,Left hand,Left arm orthodox,No
HB Ralalage,Left hand,Right arm pace,No
HDRL Thirimanne,Left hand,Right arm pace,No
HD Rutherford,Left hand,Left arm orthodox,No
HD Ward,Left hand,Right arm off break,No
HE Dearden,Left hand,Right arm off break,No
HE Jones,Left hand,Left arm orthodox,No
HG Munsey,Left hand,Right arm pace,No
HH Banner,Left hand,Left arm pace,No
HHC Gunaratne,Left hand,Left arm orthodox,No
HJC Mol,Left hand,Left arm pace,No
HJ Mehta,Left hand,Left arm orthodox,No
HJ Nielsen,Left hand,Right arm off break,No
HK Badani,Left hand,Left arm orthodox,No
HK Bennett,Left hand,Right arm pace,No
H Madavi,Left hand,,No
HM Crawshaw,Left hand,Left arm orthodox,No
HMD Rasangika,Left hand,Right arm leg break,No
HM Nicholls,Left hand,Right arm off break,No
HM Rajapaksha,Left hand,Left arm orthodox,No
HMRKB Herath,Left hand,Left arm orthodox,No
HP Tillakaratne,Left hand,Right arm off break,No
HR Walsh,Left hand,Right arm leg break,No
HSGS Silva,Left hand,Right arm pace,No
HS Jayasena,Left hand,Right arm leg break,No
HS Modi,Left hand,Right arm off break,No
Hussain Talat,Left hand,Right arm pace,No
Hyejin Park,Left hand,Right arm pace,No
IA Karim,Left hand,Right arm off break,No
Ibtisam Sheikh,Left hand,Right arm leg break,No
IC West,Left hand,Right arm pace,No
IDA Damarell,Left hand,,No
I Danladi,Left hand,Left arm orthodox,No
ID Blackwell,Left hand,Left arm orthodox,No
ID Gunawardene,Left hand,Right arm pace,No
I Dimitrov,Left hand,Left arm orthodox,No
IDR Bradshaw,Left hand,Left arm pace,No
Iftikhar Malik,Left hand,Left arm orthodox,No
IJ Gould,Left hand,,No
IJ Westwood,Left hand,Right arm off break,No
I Khan,Left hand,Right arm off break,No
IK Pathan,Left hand,Left arm pace,No
Ikram Alikhil,Left hand,,No
IL Howell,Left hand,Left arm pace,No
Ilyas Ahmed,Left hand,Left arm pace,No
Imad Wasim,Left hand,Left arm orthodox,No
Imam-ul-Haq,Left hand,,No
Imran Ali Butt,Left hand,,No
Imran Farhat,Left hand,Right arm leg break,No
Imran Khalid,Left hand,Left arm orthodox,No
Imrul Kayes,Left hand,Left arm orthodox,No
I Pandey,Left hand,,No
Iqbal Abdulla,Left hand,Left arm orthodox,No
Iqbal Butt,Left hand,Left arm orthodox,No
I Ranaweera,Left hand,Left arm orthodox,No
Irfan Bhima,Left hand,Left arm pace,No
Irfan Sukkur,Left hand,,No
Ishan Kishan,Left hand,,No
I Waqavakatoga,Left hand,,No
JA Brand,Left hand,Right arm pace,No
JA Burrows,Left hand,Left arm orthodox,No
Jacob Larsen,Left hand,Right arm pace,No
JA DeSilva,Left hand,Left arm pace,No
James Bracey,Left hand,Right arm pace,No
JA Morkel,Left hand,Right arm pace,No
Jannadiah Halim,Left hand,,No
JA Raval,Left hand,Right arm leg break,No
JA Rudolph,Left hand,Right arm leg break,No
JA Simpson,Left hand,,No
JA Thompson,Left hand,Right arm pace,No
JA Tomlinson,Left hand,Left arm pace,No
Javed Hina,Left hand,Right arm pace,No
J Barker,Left hand,,No
J Benjamin,Left hand,Left arm orthodox,No
J Cameron-Dow,Left hand,Left arm orthodox,No
JC Guillen,Left hand,Right arm off break,No
J Coughlin,Left hand,Right arm pace,No
JC Sokomanu,Left hand,,No
JC Tredwell,Left hand,Right arm off break,No
JD Balaeicicia,Left hand,Right arm pace,No
JD Campbell,Left hand,Right arm off break,No
JD Hickey,Left hand,Right arm leg break,No
JDP Oram,Left hand,Right arm pace,No
JD Ryder,Left hand,Right arm pace,No
JD Shantry,Left hand,Left arm pace,No
JDS Neesham,Left hand,Right arm pace,No
JE Anyon,Left hand,Right arm pace,No
JEC Franklin,Left hand,Left arm pace,No
JEG Logan,Left hand,Left arm orthodox,No
JE Pitcher,Left hand,Right arm pace,No
JE Poysden,Left hand,Right arm leg break,No
J Figy John,Left hand,Right arm pace,No
JF Mooney,Left hand,Right arm pace,No
JF Rika,Left hand,Right arm off break,No
JG Bethell,Left hand,Left arm orthodox,No
J Glen,Left hand,Right arm leg break,No
J Goodwin,Left hand,Right arm leg break,No
JH Desai,Left hand,Right arm off break,No
JHK Adams,Left hand,Left arm pace,No
JH Kiani,Left hand,,No
JH Plom,Left hand,Right arm pace,No
JJ Boult,Left hand,Right arm off break,No
JJ Sayers,Left hand,Right arm off break,No
J Kila,Left hand,Left arm orthodox,No
JK Reed,Left hand,Right arm pace,No
JL Barsby,Left hand,Right arm off break,No
JLB Davies,Left hand,,No
JL Bhimji,Left hand,Left arm orthodox,No
JL Carter,Left hand,Right arm pace,No
JL du Plooy,Left hand,Left arm orthodox,No
J Linde,Left hand,Left arm pace,No
JL Jonassen,Left hand,Left arm orthodox,No
JL Langer,Left hand,Right arm pace,No
JL Pattinson,Left hand,Right arm pace,No
JL Solozano,Left hand,,No
JM Anderson,Left hand,Right arm pace,No
J Matharu,Left hand,Right arm pace,No
JM Carder,Left hand,Right arm pace,No
JM Cooke,Left hand,Right arm pace,No
JM Mitchell,Left hand,,No
J Morgan,Left hand,Right arm leg break,No
J Mubarak,Left hand,Right arm off break,No
JN Frylinck,Left hand,Left arm pace,No
JN Loftie-Eaton,Left hand,Right arm pace,No
JNT Seales,Left hand,Right arm pace,No
JO Troughton,Left hand,Left arm orthodox,No
JP Bray,Left hand,,No
JP Duminy,Left hand,Right arm off break,No
JP Kotze,Left hand,,No
JR Doran,Left hand,Left arm pace,No
JR Hazlewood,Left hand,Right arm pace,No
JR Lennox,Left hand,Left arm orthodox,No
JR Murphy,Left hand,Left arm pace,No
J Seymour,Left hand,Right arm off break,No
JS Floros,Left hand,Right arm off break,No
J Sharma,Left hand,Right arm pace,No
JS Lehmann,Left hand,Left arm orthodox,No
JS Lenton,Left hand,,No
JS Paris,Left hand,Left arm pace,No
JS Sykes,Left hand,Left arm orthodox,No
JS Tofilua,Left hand,,No
J Suchith,Left hand,Left arm orthodox,No
J Syed Mohammad,Left hand,Left arm orthodox,No
JU Goolie,Left hand,Right arm off break,No
Junaid Siddique,Left hand,Right arm off break,No
J Weatherald,Left hand,Right arm leg break,No
JW Lloyds,Left hand,Right arm off break,No
JWV Robertson,Left hand,Left arm pace,No
Kamran Khan,Left hand,Left arm pace,No
K Anjula,Left hand,Right arm pace,No
Kaveen Bandara,Left hand,Right arm pace,No
K Birkenstock,Left hand,Right arm pace,No
K Carver,Left hand,Left arm orthodox,No
K Christoffels,Left hand,Right arm pace,No
KC Sangakkara,Left hand,Right arm off break,No
KD Kamania,Left hand,,No
KDK Vithanage,Left hand,Right arm leg break,No
KD Shah,Left hand,Right arm off break,No
Kepler Wessels,Left hand,,No
K Gilham,Left hand,Left arm pace,No
K Goel,Left hand,Right arm off break,No
Khalid Mahmood,Left hand,Right arm off break,No
KHD Barker,Left hand,Left arm pace,No
K Hinds,Left hand,Left arm orthodox,No
KH Pandya,Left hand,Left arm orthodox,No
Khurram Khan,Left hand,Left arm orthodox,No
Khushdil Shah,Left hand,Left arm orthodox,No
KIC Asalanka,Left hand,Right arm off break,No
Kim Yongtae,Left hand,Left arm pace,No
KJ Cottoy,Left hand,Right arm leg break,No
KJ Young,Left hand,,No
K Khejroliya,Left hand,Left arm pace,No
KK Jennings,Left hand,Right arm pace,No
KL Rolton,Left hand,Left arm pace,No
KMC Bandara,Left hand,Left arm pace,No
KM Dabengwa,Left hand,Left arm orthodox,No
K Modise,Left hand,Left arm orthodox,No
K Motlanka,Left hand,,No
K Noema-Barnett,Left hand,Right arm pace,No
KOA Powell,Left hand,Right arm pace,No
K Omala,Left hand,Left arm pace,No
K Ota,Left hand,Right arm pace,No
K Pala,Left hand,Right arm pace,No
K Pierre,Left hand,Left arm orthodox,No
K Qureshi,Left hand,,No
K Rabada,Left hand,Right arm pace,No
K Ramharack,Left hand,Right arm off break,No
KR Botha,Left hand,Left arm orthodox,No
KR Mayers,Left hand,Right arm pace,No
KR Patterson,Left hand,Right arm off break,No
KR Smith,Left hand,Right arm off break,No
KSA McKenzie,Left hand,Right arm off break,No
K Santokie,Left hand,Left arm pace,No
KS Leverock,Left hand,Right arm pace,No
K Sutherland,Left hand,Left arm pace,No
KTH Ratnayake,Left hand,Right arm off break,No
K Turner,Left hand,Right arm pace,No
Kuldeep Yadav,Left hand,Left arm wrist spin,No
Kumar Subba,Left hand,Right arm off break,No
Kushal Malla,Left hand,Left arm orthodox,No
KV Sharma,Left hand,Right arm leg break,No
K Weeraratne,Left hand,Right arm pace,No
KW Hogg,Left hand,Right arm pace,No
K Yadav,Left hand,Left arm pace,No
KY Chan,Left hand,Left arm wrist spin,No
Kycia A Knight,Left hand,,No
KY Ottley,Left hand,Right arm off break,No
Kyshona A Knight,Left hand,Right arm pace,No
LA Carseldine,Left hand,Left arm pace,No
LA Patterson-White,Left hand,Left arm orthodox,No
LA Pomersbach,Left hand,Right arm off break,No
LA Procter,Left hand,Right arm pace,No
LAS Sebastien,Left hand,Right arm off break,No
LBK Hollman,Left hand,Right arm leg break,No
L Bowe,Left hand,Left arm wrist spin,No
LB Williams,Left hand,Right arm pace,No
L Cheatle,Left hand,Left arm pace,No
LCN Smith,Left hand,Left arm orthodox,No
L Delport,Left hand,Left arm orthodox,No
LD Hearne,Left hand,Right arm off break,No
LD Pfeffer,Left hand,,No
LE Gallichan,Left hand,Left arm orthodox,No
Lei Sun,Left hand,,No
L Embuldeniya,Left hand,Left arm orthodox,No
L Goodall,Left hand,Right arm pace,No
L Guthrie,Left hand,Left arm pace,No
LHB Harrington-Myers,Left hand,Left arm orthodox,No
LI Georgeson,Left hand,Right arm pace,No
LI Meriwala,Left hand,Left arm pace,No
Liu Xiaonan,Left hand,,No
LJA Julien,Left hand,,No
LJ Carter,Left hand,Right arm off break,No
LJ Hatchett,Left hand,Left arm pace,No
LJ Woodcock,Left hand,Left arm orthodox,No
L Kenton,Left hand,Left arm pace,No
L Klusener,Left hand,Right arm pace,No
LM Aramas,Left hand,Right arm off break,No
LM Reece,Left hand,Left arm pace,No
L Paul,Left hand,Left arm orthodox,No
LP Mullapudi,Left hand,Right arm leg break,No
LP van der Westhuizen,Left hand,Left arm orthodox,No
LP van Troost,Left hand,Left arm pace,No
LR Butterworth,Left hand,Right arm pace,No
LR Johnson,Left hand,Right arm leg break,No
LS Baker,Left hand,Right arm pace,No
LS Bhandari,Left hand,Left arm pace,No
LS Greenway,Left hand,Right arm off break,No
L Slebsager,Left hand,Left arm orthodox,No
L Trevaskis,Left hand,Left arm orthodox,No
Lucky Ali,Left hand,Left arm orthodox,No
L Uthenwoldt,Left hand,Left arm orthodox,No
L Vua,Left hand,Left arm pace,No
L Wood,Left hand,Left arm pace,No
LWP Wells,Left hand,Right arm leg break,No
MA Butcher,Left hand,Right arm pace,No
MA Carberry,Left hand,Right arm off break,No
MA Cohen,Left hand,Left arm pace,No
MA Everett,Left hand,Left arm orthodox,No
MAG Boyce,Left hand,Right arm pace,No
Mahmud Jasat,Left hand,Right arm pace,No
M Alam,Left hand,Left arm pace,No
M Alugunoolla,Left hand,Right arm pace,No
Mamoon Latif,Left hand,,No
Manjural Islam,Left hand,Left arm pace,No
Manjural Islam Rana,Left hand,Left arm orthodox,No
MA Parker,Left hand,Right arm pace,No
Mariamma Hyder,Left hand,Left arm orthodox,No
M Arora,Left hand,Left arm orthodox,No
M Artur,Left hand,Left arm pace,No
MA Starc,Left hand,Left arm pace,No
MA Wallace,Left hand,,No
M Beitaki,Left hand,,No
M Bhanuka,Left hand,,No
MB van Schelven,Left hand,Left arm orthodox,No
MC Patandin,Left hand,Right arm pace,No
MC Patel,Left hand,Left arm pace,No
M Daniels,Left hand,Left arm pace,No
MD Craig,Left hand,Right arm off break,No
MDE Holden,Left hand,Right arm off break,No
M Deyal,Left hand,Right arm off break,No
MD Gunathilaka,Left hand,Right arm off break,No
MDKJ Perera,Left hand,,No
MDN Hansika,Left hand,Right arm pace,No
MD Rao,Left hand,,No
MD Stoneman,Left hand,Right arm off break,No
MDT Kamini,Left hand,Right arm leg break,No
MDUS Jayasundera,Left hand,Right arm leg break,No
ME Claydon,Left hand,Right arm pace,No
Meet Bhavsar,Left hand,,No
Mehedi Hasan Rana,Left hand,Left arm pace,No
Mehrab Hossain jnr,Left hand,Left arm orthodox,No
MEK Hussey,Left hand,Right arm pace,No
ME Leoela,Left hand,,No
ME Sanuth,Left hand,Right arm off break,No
ME Trescothick,Left hand,Right arm pace,No
M Faraz Akram,Left hand,Right arm pace,No
MF Fahey,Left hand,Right arm off break,No
MF Kendal,Left hand,,No
MG Bevan,Left hand,Left arm wrist spin,No
MG Bracewell,Left hand,,No
M Gilkes,Left hand,,No
MG Johnson,Left hand,Left arm pace,No
MGMCP Gunawardene,Left hand,Right arm pace,No
MG Pardoe,Left hand,Left arm pace,No
MG Raso,Left hand,Right arm leg break,No
MGSM Fernando,Left hand,Left arm orthodox,No
MG Vandort,Left hand,Right arm pace,No
M Higginbottom,Left hand,Right arm pace,No
MH Richardson,Left hand,Left arm orthodox,No
MH Ushanga,Left hand,Left arm orthodox,No
MH Yardy,Left hand,Left arm orthodox,No
Miles Hammond,Left hand,Right arm off break,No
M Imimole,Left hand,Right arm pace,No
Mir Hamza,Left hand,Left arm pace,No
Mitulkumar Patel,Left hand,Right arm pace,No
MJ Ackerman,Left hand,Right arm off break,No
MJ Cosgrove,Left hand,Right arm pace,No
MJ Johnston,Left hand,Right arm pace,No
MJ Leach,Left hand,Left arm orthodox,No
MJ Lumb,Left hand,Right arm pace,No
MJ McClenaghan,Left hand,Left arm pace,No
MJ Nofal,Left hand,Left arm orthodox,No
MJ North,Left hand,Right arm off break,No
MJ Santner,Left hand,Left arm orthodox,No
MJ Tugaga,Left hand,Right arm pace,No
M Kartik,Left hand,Left arm orthodox,No
MK Lomror,Left hand,Left arm orthodox,No
MK Patel,Left hand,Left arm orthodox,No
ML Castillo,Left hand,Right arm off break,No
ML Cummins,Left hand,Right arm pace,No
ML Ford,Left hand,,No
ML Gibson,Left hand,Right arm leg break,No
ML Hayden,Left hand,Right arm pace,No
ML Maiava,Left hand,,No
ML Su'a,Left hand,Left arm pace,No
ML Udawatte,Left hand,Right arm off break,No
MM Ali,Left hand,Right arm off break,No
M Mooketsi,Left hand,Left arm orthodox,No
M Morkel,Left hand,Right arm pace,No
M Mutumbe,Left hand,Right arm pace,No
M Nasim Baras,Left hand,Left arm orthodox,No
MNW Spriegel,Left hand,Right arm off break,No
Mohamed Rifkas,Left hand,Left arm orthodox,No
Mohameed Taiwo,Left hand,Left arm pace,No
Mohammad Aftab,Left hand,Left arm pace,No
Mohammad Amir,Left hand,Left arm pace,No
Mohammad Asif,Left hand,Right arm pace,No
Mohammad Ayaz,Left hand,Left arm pace,No
Mohammad Azam,Left hand,Left arm orthodox,No
Mohammad Khalil,Left hand,Left arm pace,No
Mohammad Mohsin,Left hand,Right arm leg break,No
Mohammad Mujtaba,Left hand,Left arm orthodox,No
Mohammad Naim,Left hand,,No
Mohammad Nawaz,Left hand,Left arm orthodox,No
Mohammad Rafique,Left hand,Left arm orthodox,No
Mohammad Saifuddin,Left hand,Right arm pace,No
Mohammad Usman,Left hand,,No
Mohsin Khan,Left hand,Left arm pace,No
Mominul Haque,Left hand,Left arm orthodox,No
Morshed Ali Khan,Left hand,Left arm pace,Yes
Mosharraf Hossain,Left hand,Left arm orthodox,No
MP Dunn,Left hand,Right arm pace,No
M Perry,Left hand,Right arm pace,No
MPGT Ketiyage,Left hand,Right arm pace,No
MP Kuhnemann,Left hand,Left arm orthodox,No
MP Siboto,Left hand,Right arm pace,No
M Pushpakumara,Left hand,Right arm off break,No
MQ Sheikh,Left hand,Left arm pace,No
MR Benson,Left hand,Right arm off break,Yes
MR Dorgan,Left hand,Left arm orthodox,No
MR Johnson,Left hand,,No
MRJ Watt,Left hand,Left arm orthodox,No
MR Montfort,Left hand,Right arm pace,No
MR Pedersen,Left hand,Right arm off break,No
MS Chapman,Left hand,Left arm orthodox,No
MS Harris,Left hand,,No
M Shezi,Left hand,Left arm pace,No
M Shumba,Left hand,Left arm orthodox,No
MS Panesar,Left hand,Left arm orthodox,No
MS Wade,Left hand,Right arm pace,No
M Taylor,Left hand,Right arm off break,No
MT Coles,Left hand,Right arm pace,No
MTG Elliott,Left hand,Left arm pace,No
MT Renshaw,Left hand,Right arm off break,No
Muhammad Amir,Left hand,Left arm orthodox,No
Muhammad Muneeb,Left hand,Right arm off break,No
Muhammad Murad,Left hand,Left arm pace,No
Muhammad Usman,Left hand,,No
Muhammad Wafiq,Left hand,Left arm pace,No
Muhammad Younis,Left hand,Left arm pace,No
Muneeba Ali,Left hand,,No
Murad Khan,Left hand,Left arm orthodox,No
Murid Ekrami,Left hand,Left arm orthodox,No
Murshida Khatun,Left hand,,No
Musa Ahmed,Left hand,Right arm leg break,No
Musawar Shah,Left hand,Left arm orthodox,No
Mustafizur Rahman,Left hand,Left arm pace,No
M van Lingen,Left hand,Left arm pace,No
MW Chu,Left hand,,No
MW Harvey,Left hand,Right arm pace,No
MW Hay,Left hand,Right arm off break,No
MW Hill,Left hand,Right arm pace,No
MW Machan,Left hand,Right arm off break,No
Nabil Samad,Left hand,Left arm orthodox,No
NAG Farrar,Left hand,Right arm pace,No
Najeeb Amar,Left hand,Left arm orthodox,No
NAJ George,Left hand,,No
Najibullah Zadran,Left hand,Right arm off break,No
NA Rock,Left hand,,No
Nary Thapa,Left hand,Left arm pace,No
Nasir Jamshed,Left hand,,No
Nasir Shafiq,Left hand,Left arm pace,No
Nasir Totakhil,Left hand,Left arm orthodox,No
Nasum Ahmed,Left hand,Left arm orthodox,No
Nauman Ali,Left hand,Left arm orthodox,No
Naved Yasin,Left hand,Left arm orthodox,No
Naveed Fakhr,Left hand,Left arm wrist spin,No
Nawaf Ahmed,Left hand,Right arm pace,No
Nayyer Abbas,Left hand,Left arm orthodox,No
Nazmul Hossain Shanto,Left hand,Right arm off break,No
Nazmul Islam,Left hand,Left arm orthodox,No
NB Beard,Left hand,Left arm orthodox,No
N Boje,Left hand,Left arm orthodox,No
N Boochatham,Left hand,Right arm off break,No
N Burger,Left hand,Left arm pace,No
N Choden,Left hand,,No
ND Dattani,Left hand,,No
N Deonarine,Left hand,Right arm off break,No
N Dickwella,Left hand,,No
ND Laegsgaard,Left hand,Left arm orthodox,No
N Dokarker,Left hand,Right arm pace,No
NE Bolton,Left hand,Right arm off break,No
NE Farrant,Left hand,Left arm pace,No
N Fernandes,Left hand,Left arm orthodox,No
NF Kelly,Left hand,Left arm orthodox,No
Ngazibini Sigwili,Left hand,Left arm pace,No
NH Ekanayake,Left hand,Left arm orthodox,No
NJ Carey,Left hand,Right arm pace,No
NJ Llong,Left hand,Right arm off break,Yes
NJ Maddinson,Left hand,Left arm orthodox,No
NJ O'Brien,Left hand,,No
NJ Reardon,Left hand,Right arm pace,No
NK Aneesh Kumar,Left hand,Left arm orthodox,No
N Konchan,Left hand,Right arm off break,No
NK Patel,Left hand,,No
NKW Horsley,Left hand,Right arm off break,No
NL Bertus,Left hand,,No
NLJ Browne,Left hand,Right arm leg break,No
NLTC Perera,Left hand,Right arm pace,No
NM Ambo,Left hand,Right arm pace,No
NM Carter,Left hand,Left arm pace,No
NM Kwant,Left hand,,No
NN Banner,Left hand,Left arm pace,No
Nooruddin Mujadady,Left hand,Left arm pace,No
Norwira Zazmie,Left hand,Left arm orthodox,No
N Ovasuru,Left hand,Right arm off break,No
N Pooran,Left hand,,No
NP Rodrigo,Left hand,Right arm off break,No
NP Winter,Left hand,Left arm pace,No
N Rana,Left hand,Right arm off break,No
NR Ferreira,Left hand,Right arm off break,No
NR Hobson,Left hand,Right arm pace,No
NR Kirton,Left hand,,No
NRP Scholtz,Left hand,Right arm leg break,No
NRT Gubbins,Left hand,Right arm leg break,No
